file_name,sinhala_transcript,sinhala_transcript_with_code_switch
Download (542).wav,හොඳයි අර එල්.ඊ.ඩී. බැක්ලයිට්ස් වලට වඩා. සෝ ඔයාලට බෝරින්ග් හිතුණොත් මූවීස් වගේ දේවලුත් මේකෙන් හොඳට බලාගන්න පුළුවන්. ගොඩක් ස්ටුඩන්ට්ස්ලා මේ ලැප්ටොප්ස් එහෙම ගන්නේ ඇසයින්මන්ට්ස් වගේ දේවල් කරන්න. සෝ ඇසයින්මන්ට් කරනකොට ගොඩක්ම වැදගත්,හොඳයි අර LED backlights වලට වඩා. So ඔයාලට boring හිතුනොත් movies වගේ දේවලුත් මේකෙන් හොඳට බලාගන්න පුළුවන්. ගොඩක් students ලා මේ laptops එහෙම ගන්නේ assignments වගේ දේවල් කරන්න. So assignment කරනකොට ගොඩක්ම වැදගත්
Download (543).wav,"වැදගත් වෙන්නේ මේ එල්.ඊ.ඩී. බැක්ලිට් කියන ෆීචර් එක. සෝ මන් දන්නවා ඔයාලා රෑ එක දෙක වෙනකන් ඇසයින්මන්ට්ස් එහෙම කරනවා, එතකොට මේ එල්.ඊ.ඩී. බැක්ලිට් කියන ෆීචර් එක හොඳටම වටිනවා. නැත්නම් ඔයා කරුවලේ කීස් හොය හොයා ඉන්න වෙනවා. සෝ ස්ටුඩන්ට් කෙනෙක්","වැදගත් වෙන්නේ මේ LED backlit කියන feature එක. So මන් දන්නවා ඔයාලා රෑ එක දෙක වෙනකන් assignments එහෙම කරනවා, එතකොට මේ LED backlit කියන feature එක හොඳටම වටිනවා. නැත්නම් ඔයා කරුවලේ keys හොය හොයා ඉන්න වෙනවා. So student කෙනෙක්"
Download (544).wav,"ස්ටුඩන්ට් කෙනෙක් මෙන්න මේ වගේ ලැප්ටොප් එකක් අරගෙන ලොකු හාඩ්වෙයාර් ඉන්ටෙන්සිව් ටාස්ක්ස් සාමාන්‍යයෙන් කරන්නේ නෑ. බට් අපි රිවීව් මාස්ටර්ස්ලා, අපි අනිත් ටෙක් චැනල්ස් වගේ නෙවෙයි පොඩ්ඩක් ඩිෆරන්ට්. සෝ අපි මේ ලැප්ටොප් එක උපරිම එක්ස්ටෙන්ඩ් එකට අරන් ගිහින් ටෙස්ට් කරලා","student කෙනෙක් මෙන්න මේ වගේ laptop එකක් අරගෙන ලොකු hardware intensive tasks සාමාන්‍යයෙන් කරන්නේ නෑ. But අපි Review Masters ලා, අපි අනිත් tech channels වගේ නෙවෙයි පොඩ්ඩක් different. So අපි මේ laptop එක උපරිම extend එකට අරන් ගිහින් test කරලා"
Download (545).wav,කරලා තියෙනවා. මුලින්ම මම මේකේ බැටරි ලයිෆ් එක ටෙස්ට් කරා. සෝ මුලින්ම මම මේක බෙංච්මාර්ක් කරකර බැටරි ලයිෆ් එක ටෙස්ට් කරපු ගමන් මට 4 අවර්ස්  වගේ හම්බවුණා. ඒ වගේම මේක නෝමල් මෝඩ් එකේ යූස් කරොත් ඔයාලට 6 අවර්ස්  වගේ හම්බවෙනවා,කරලා තියෙනවා. මුලින්ම මම මේකේ battery life එක test කරා. So මුලින්ම මම මේක benchmark කරකර battery life එක test කරපු ගමන් මට 4 hours වගේ හම්බවුණා. ඒ වගේම මේක normal mode එකේ use කරොත් ඔයාලට 6 hours වගේ හම්බවෙනවා.
Download (546).wav,ඒත් එක්කම ඔයාලා මේක ස්ලීප් මෝඩ් එකේ යූස් කරොත් ඔයාලට 8 අවර්ස්  වගේ හම්බවෙනවා. සෝ මේ බැටරි ලයිෆ් ෆීචර් එක නම් මාරම ඉම්පෝර්ටන්ට්. බිකෝස් ස්ටුඩන්ට් කෙනෙක්ට බැටරි ලයිෆ් කියන එක ගොඩක්ම ඉම්පෝර්ටන්ට්. බිකෝස් මං එක්ස්පීරියන්ස් කරලා තියෙනවා සමහර,ඒත් එක්කම ඔයාලා මේක sleep mode එකේ use කරොත් ඔයාලට 8 hours වගේ හම්බවෙනවා. So මේ battery life feature එක නම් මාරම important. Because student කෙනෙක්ට battery life කියන එක ගොඩක්ම important. Because මං experience කරලා තියෙනවා සමහර
Download (547).wav,"සමහර ක්ලාස්රූම්ස් වල සොකට්ස් වත් නැහැ, එහෙම තිබ්බත් එකක් දෙකක් තමා තියෙන්නේ. හැමෝම ගෙනල්ලා අන්න එතනමයි චාර්ජ් කරන්නේ. සෝ අන්න ඒ වගේ වෙලාවල් වලට ඔයාලට මෙන්න මේ ලැප්ටොප් එක සුපිරියටම වටිනවා. ඔයාලා ගෙදරම","සමහර classrooms වල sockets වත් නැහැ, එහෙම තිබ්බත් එකක් දෙකක් තමා තියෙන්නේ. හැමෝම ගෙනල්ලා අන්න එතනමයි චාර්ජ් කරන්නේ. So අන්න ඒ වගේ වෙලාවල් වලට ඔයාලට මෙන්න මේ laptop එක සුපිරියටම වටිනවා. ඔයාලා ගෙදරම"
Download (548).wav,ගෙදරම මේක ෆුල් චාර්ජ් කරගෙන ගියපුහම ඇති ඔයාලගේ කොලේජ් එකේ නැත්නම් යුනිවර්සිටි එකේ දවසක්ම යූස් කරන්න පුළුවන්. ඒ වගේම මේකේ චාර්ජින්ග් ස්පීඩ් එක බැලුවොත් ඔයාලට පැයකින් 80% වගේ චාර්ජ් කරගන්න පුළුවන්. ඊළඟට අපි බලමු,ගෙදරම මේක full charge කරගෙන ගියපුහම ඇති ඔයාලගේ college එකේ නැත්නම් university එකේ දවසක්ම use කරන්න පුළුවන්. ඒ වගේම මේකේ charging speed එක බැලුවොත් ඔයාලට පැයකින් 80% වගේ charge කරගන්න පුළුවන්. ඊළඟට අපි බලමු
Download (549).wav,"අපි බලමු මේකේ ප්‍රොඩක්ටිවිටි ටාස්ක්ස්. සෝ ඔයාලටත් ඉන්ස්ටග්‍රෑම් ඉන්ෆ්ලුවෙන්සර් කෙනෙක් වෙන්න ඕන නම්, ඔයාලටත් පුළුවන් එහෙ මෙහෙ ගිහින් පොඩි ව්ලොග්ස් ටිකක් අරන් මෙන්න මේ ලැප්ටොප් එක යූස් කරගෙන ඒව එඩිට් කරන්න. ඔයාලට පුළුවන් ජස්ට් කැප්කට් වගේ සොෆ්ට්වෙයාර් එකක් දාලා සුපිරියටම","අපි බලමු මේකේ productivity tasks. So ඔයාලටත් Instagram influencer කෙනෙක් වෙන්න ඕන නම්, ඔයාලටත් පුළුවන් එහෙ මෙහෙ ගිහින් පොඩි vlogs ටිකක් අරන් මෙන්න මේ laptop එක use කරගෙන ඒව edit කරන්න. ඔයාලට පුළුවන් just CapCut වගේ software එකක් දාලා සුපිරියටම"
Download (550).wav,සුපිරියටම ඒවා එඩිට් කරගන්න. හැබැයි ඔයාලට බැහැ මෙන්න මේ අපි කරනවා වගේ ලොකු ලොකු එඩිට්ස් මෙන්න මේ ලැප්ටොප් එකෙන් කරන්න. බොරු කියන්න ඕනේ නෑනේ. මම මේක ජස්ට් කටින්ග් කිව්වට හරියන්නේ නෑනේ. මම මේක ටෙස්ට් කරා. මම ප්‍රීමියර්,සුපිරියටම ඒවා edit කරගන්න. හැබැයි ඔයාලට බැහැ මෙන්න මේ අපි කරනවා වගේ ලොකු ලොකු edits මෙන්න මේ laptop එකෙන් කරන්න. බොරු කියන්න ඕනේ නෑනේ. මම මේක just cutting කිව්වට හරියන්නේ නෑනේ. මම මේක ටෙස්ට් කරා. මම Premiere
Download (551).wav,ප්‍රීමියර් ප්‍රෝ මේකට ඉන්ස්ටෝල් කරලා රිවීව් මාස්ටර් අපේ ෆයිල් එකම මේකට දැම්මා. මං දාපු ෆයිල් එක කැමරා එකෙන් ෂූට් කරපු එකක් විත් 4කේ රෙසලූෂන්. එහෙම එඩිට්ස් නැතුව ජස්ට් කට් එක විතරක් අරන් මං මේක රෙන්ඩර් කරා,Premiere Pro මේකට install කරලා Review Master අපේ file එකම මේකට දැම්මා. මං දාපු file එක camera එකෙන් shoot කරපු එකක් with 4K resolution. එහෙම edits නැතුව just cut එක විතරක් අරන් මං මේක render කරා
Download (552).wav,"කරා. මං මේක මෝෂන් ඒ වගේම ටෙක්ස්ට් ඉෆෙක්ට් මොනවත් දාන්නේ නැතුව ජස්ට් ටයිම්ලයින් එක විතරයි රෙන්ඩර් කරේ. මට මේක රෙන්ඩර් කරගන්න පුළුවන් වුණා 6.45  මිනිට්ස් වලින්. සෝ මං මේක හිතුවට වැඩිය පර්ෆෝම් කරා, බිකෝස් මේකේ අර තියෙන ග්‍රැෆික්ස්","කරා. මං මේක motion ඒ වගේම text effect මොනවත් දාන්නේ නැතුව just timeline එක විතරයි render කරේ. මට මේක render කරගන්න පුළුවන් වුණා 6.45 minutes වලින්. So මං මේක හිතුවට වැඩිය perform කරා, because මේකේ අර තියෙන graphics"
Download (553).wav,තියෙන ග්‍රැෆික්ස් කාඩ් එකේ ඩෙඩිකේටඩ් 2ජීබී ග්‍රැෆික්ස් එකක් තිබ්බ නිසා ඔයාලට ප්‍රීමියර් ප්‍රෝ යූස් කරලත් පොඩි පොඩි ෂෝර්ට් වීඩියෝස් එහෙම එඩිට් කරගන්න පුළුවන් ටික්ටොක් වගේ ඒව දාන්න. සෝ ඊළඟට මං මේකේ ගේමින් පර්ෆෝමන්ස් එකත් චෙක් කරා. ඔෆ් කෝස්,තියෙන graphics card එකේ dedicated 2GB graphics එකක් තිබ්බ නිසා ඔයාලට Premiere Pro use කරලත් පොඩි පොඩි short videos එහෙම edit කරගන්න පුළුවන් TikTok වගේ ඒව දාන්න. So ඊළඟට මං මේකේ gaming performance එකත් check කරා. Of course
Download (554).wav,"ඔෆ් කෝස් මේ ලැප්ටොප්ස් ගන්න කට්ටිය වැඩිය ගේම්ස් ගහන්නේ නෑ, බට් එනිවේ මං ඒකත් චෙක් කරලා බැලුවා.කෝස් ස්ටුඩන්ට් වුණා නම් හැමවෙලේම ඉගෙනගෙන ඉන්න හොඳ නෑ, ඉදලා හිටලා ගේම්ස් ත් ගහන්න ඕනේ. එතකොට තමා නොලෙජ් එක ඩිවෙලොප් වෙන්නේ. සෝ මං මේකේ ට්‍රයි කරන්න","Of course මේ laptops ගන්න කට්ටිය වැඩිය games ගහන්නේ නෑ, but anyway මං ඒකත් check කරලා බැලුවා. Because student වුණා නම් හැමවෙලේම ඉගෙනගෙන ඉන්න හොඳ නෑ, ඉදලා හිටලා games ත් ගහන්න ඕනේ. එතකොට තමා knowledge එක develop වෙන්නේ. So මං මේකේ try කරන්න"
Download (555).wav,"කරන්න බැලුවේ හැමෝම කැමති ද ලෙජන්ඩරි ජී.ටී.ඒ. වී. බට් මොකක් හරි ටෙක්නිකල් ඉෂූ එකක් මත මං ගාව තිබ්බ ෆයිල් එක මෙන්න මේ ලැප්ටොප් එකට වැඩ කරේ නෑ. ඒක ලැප්ටොප් එකේ ප්‍රශ්නයක් නෙවෙයි, මගේ ෆයිල් එකේ තිබ්බ ප්‍රශ්නයක්","කරන්න බැලුවේ හැමෝම කැමති the legendary GTA V.But මොකක් හරි technical issue එකක් මත මං ගාව තිබ්බ file එක මෙන්න මේ laptop එකට වැඩ කරේ නෑ. ඒක laptop එකේ ප්‍රශ්නයක් නෙවෙයි, මගේ file එකේ තිබ්බ ප්‍රශ්නයක්"
Download (556).wav,"ප්‍රශ්නයක්. සෝ ඒ නිසා මම මේකට ෆා ක්‍රයි 4 දාලා සෙල්ලම් කරා.සෝ මට ලෝ සෙටින්ග්ස් වලින් මේකේ 30 ටු 37 එෆ්.පී.එස්. වගේ ගන්න පුළුවන් වුණා. සෝ ඒක මාරම ඉම්ප්‍රෙසිව්, බිකෝස් මේකට ඩෙඩිකේටඩ් ග්‍රැෆික්ස් කාඩ් එකක් නෑ, ඔක්කොම","ප්‍රශ්නයක්. So ඒ නිසා මම මේකට Far Cry 4 දාලා සෙල්ලම් කරා. So මට low settings වලින් මේකේ 30 to 37 FPS වගේ ගන්න පුළුවන් වුණා. So ඒක මාරම impressive, because මේකට dedicated graphics card එකක් නෑ, ඔක්කොම"
Download (557).wav,"ඔක්කොම කරන්නේ මදර්බෝඩ් එකත් එක්ක තියෙන ඉන්ටග්‍රේටඩ් ග්‍රැෆික්ස් කාඩ් එක. ඔයාලා දන්නවා ඕනෑම ගේම් එකක් 30 එෆ්.පී.එස්. වලට වැඩියෙන් තිබ්බොත් ඒක ප්ලේයබල්. සෝ මේකෙන් එන කන්ක්ලූෂන් එක මොනවාද කිව්වොත්, ඔයාලට බෝරින්ග් හිතුණොත් අර පරණ පොඩි පොඩි,","ඔක්කොම කරන්නේ motherboard එකත් එක්ක තියෙන integrated graphics card එක.So ඔයාලා දන්නවා ඕනෑම game එකක් 30 FPS වලට වැඩියෙන් තිබ්බොත් ඒක playable. So මේකෙන් එන conclusion එක මොනවාද කිව්වොත්, ඔයාලට boring හිතුනොත් අර පරණ පොඩි පොඩි"
Download (558).wav,"පොඩි පොඩි ගේම්ස් වුණත් ප්ලේ කරන්න පුළුවන් ලයික් ඇසැසින්ස් ක්‍රීඩ් සින්ඩිකේට්, ෆා ක්‍රයි 3 වගේ ඒවා.මම මේ ලැප්ටොප් එක යූස් කරගෙන ඉන්නකොට මට එක දෙයක් නෝටිස් වුණා. මම මේකේ සිනිබෙන්ච් ආර්23 යූස් කරගෙන බෙංච්මාර්ක් ටෙස්ට්,","පොඩි පොඩි games වුණත් play කරන්න පුළුවන් like Assassin's Creed Syndicate, Far Cry 3 වගේ ඒවා.මම මේ laptop එක use කරගෙන ඉන්නකොට මට එක දෙයක් notice වුණා. මම මේකේ Cinebench R23 use කරගෙන benchmark test"
Download (559).wav,බෙංච්මාර්ක් ටෙස්ට් එකක් කරන්න කරා. මේක තමයි මල්ටි-කෝර් සිංගල්-කෝර් අපේ රිසල්ට්ස් එක.හැබැයි ඔන්ලයින් එකේ මන් ගිහිල්ලා බැලුවොත් සී.පී.යූ. බෙංච්මාර්ක් ස්කෝර්ස් මේකටත් වැඩිය වැඩියෙන් බලාගන්න තිබ්බා. සෝ මන් රිසර්ච් කරලා බැලුවා මොකක්ද ඒකට තියෙන හේතුව කියලා,benchmark test එකක් කරන්න කරා. මේක තමයි multi-core single-core අපේ results එක.හැබැයි online එකේ මන් ගිහිල්ලා බැලුවොත් CPU benchmark scores මේකටත් වැඩිය වැඩියෙන් බලාගන්න තිබ්බා. So මන් research කරලා බැලුවා මොකක්ද ඒකට තියෙන හේතුව කියලා
Download (560).wav,"කියලා. සෝ මේක තමයි මට හම්බවෙච්ච ආන්සර් එක. සෝ ඔයාලා ටෙක් වීඩියෝස් බලලා ඔයාලා දන්නවා ඇති ""විත් ග්‍රේට් පවර් කම්ස් ග්‍රේට් හීට්"". එතනම බැලුවොත් මේ රයිසන් 7 5000 සීරීස් ප්‍රොසෙසර් එක පවර්ෆුල්. එච්චර පවර්ෆුල් ප්‍රොසෙසර් එකක් මෙන්න මේ ලැප්ටොප්",කියලා. So මේක තමයි මට හම්බවෙච්ච answer එක. So ඔයාලා tech videos බලලා ඔයාලා දන්නවා ඇති with great power comes great heat. එතනම බැලුවොත් මේ Ryzen 7 5000 series processor එක powerful. එච්චර powerful processor එකක් මෙන්න මේ laptop
Download (561).wav,"ලැප්ටොප් එකේ ෆිට් කරන්න. ලෙනොවෝ එකෙන්ම ඒ ප්‍රොසෙසර් එකේ පවර් එක අඩු කරලා තියෙනවා. සෝ, මම මේකේ වරදක් කියන්නෑ. ලෙනොවෝලා මේක කරන්නේ අපේ කොම්පියුටර් එක ඕවර්හීට් වෙන එකෙන් වළක්වන්න. ඒක ලෙනොවෝලා විතරක් නෙවෙයි","laptop එකේ fit කරන්න. Lenovo එකෙන්ම ඒ processor එකේ power එක අඩු කරලා තියෙනවා. So, මම මේකේ වරදක් කියන්නෑ. Lenovo ලා මේක කරන්නේ අපේ computer එක overheat වන එකෙන් වළක්වන්න. ඒක Lenovo ලා විතරක් නෙමෙයි"
Download (562).wav,"විතරක් නෙවෙයි කරන්නේ, මේක ඇපල්, සැම්සුන්ග් හැමෝම කරනවා. ජස්ට් ඔයාලට නොලෙජ් එකක් දෙන්න ඕන නිසා මං කිව්වේ. ඊළඟට අපි බැලුවොත් මේකේ ස්පීකර්ස්. මේක ඔයාලට ෆ්‍රන්ට්-ෆේසිං ස්පීකර්ස් දීලා තියෙනවා. ඒක මාර පොසිටිව්, බිකෝස් මේ","විතරක් නෙමෙයි කරන්නේ, මේක Apple, Samsung හැමෝම කරනවා. Just ඔයාලට knowledge එකක් දෙන්න ඕන නිසා මං කිව්වේ. ඊළඟට අපි බැලුවොත් මේකේ speakers. මේක ඔයාලට front-facing speakers දීලා තියෙනවා. ඒක මාර positive, because මේ"
Download (563).wav,"ප්‍රයිස් රේන්ජ් එකේ එන ගොඩක්ම ලැප්ටොප්ස් වල. අපිට බලාගන්න පුළුවන් වෙන්නේ බැක්-ෆේසිං ස්පීකර්ස්. සෝ, ඇත්තටම කිව්වොත් මේකේ සවුන්ඩ් කොලිටි එක ගොඩක් හොඳයි. සෝ ඕකේ ගයිස්, වීඩියෝ එකේ අන්තිමට අපි ඇවිල්ලා තියෙන්නේ. ඕවර්ඕල්, මේ ලැප්ටොප් එක ස්ටුඩන්ට්","price range එකේ එන ගොඩක්ම laptops වල අපිට බලාගන්න පුළුවන් වෙන්නේ back-facing speakers. So, ඇත්තටම කිව්වොත් මේකේ sound quality එක ගොඩක් හොඳයි. So okay guys, වීඩියෝ එකේ අන්තිමට අපි ඇවිල්ලා තියෙන්නේ. Overall, මේ laptop එක student"
Download (564).wav,"ස්ටුඩන්ට් කෙනෙක්ට ගන්න හොඳ ලැප්ටොප් එකක්. ඔයාලට හොඳ බිල්ඩ් කොලිටි එකක්, බැක්ලිට් කීබෝඩ්, ෆින්ගර්ප්‍රින්ට්, හොඳ බැටරි ලයිෆ් එකක් වගේ ස්ටුඩන්ට් කෙනෙක්ට අවශ්‍ය වෙන ඔක්කොම දේවල් මෙතනින් බලාගන්න පුළුවන්. සෝ, මේ ලැප්ටොප් එක ඔයාලා පර්චේස් කරන්නම්, මේක,","student කෙනෙක්ට ගන්න හොඳ laptop එකක්. ඔයාලට හොඳ build quality එකක්, backlit keyboard, fingerprint, හොඳ battery life එකක් වගේ student කෙනෙක්ට අවශ්‍ය වෙන ඔක්කොම දේවල් මෙතනින් බලාගන්න පුළුවන්. So, මේ laptop එක ඔයාලා purchase කරන්නම්, මේක"
Download (565).wav,"මේක ඔයාලට යූස් කරන්න වෙන්නේ වින්ඩෝස්. සෝ, වින්ඩෝස් ඔපරේටිං සිස්ටම් එකේ තියෙන කූල් ටිප්ස් ඇන්ඩ් ට්‍රික්ස් ගැන මං කරපු වීඩියෝ එක බලන්න ඕන නම් මෙන්න මෙතන ක්ලික් කරන්න. මේ වගේ තවත් යූස්ෆුල් වීඩියෝ එකකින් මං ඔයාලව ආයෙත් හමුවෙන්නම්. අන්ටිල් දෙන්,","මේක ඔයාලට use කරන්න වෙන්නේ Windows. So, Windows operating system එකේ තියෙන cool tips and tricks ගැන මං කරපු වීඩියෝ එක බලන්න ඕන නම් මෙන්න මෙතන click කරන්න. මේ වගේ තවත් useful වීඩියෝ එකකින් මං ඔයාලව ආයෙත් හමුවෙන්නම්. Until then,"
Download (567).wav,"ඔන්න ඔයා ලක්ෂ දෙකක් විතර වියදම් කරලා වින්ඩෝස් ලැප්ටොප් එකක් අරන් ආවා. හොඳ ප්‍රොසෙසර් එකක් තියෙනවා, රෑම් එක තියෙනවා, ඔක්කොම හොඳයි. හැබැයි ඔයා ඒක ගෙනල්ලා, ස්ටාර්ට් කරපු ගමන් මුලින්ම","ඔන්න ඔයා ලක්ෂ දෙකක් විතර වියදම් කරලා Windows ලැප්ටොප් එකක් අරන් ආවා. හොඳ processor එකක් තියෙනවා, RAM එක තියෙනවා, ඔක්කොම හොඳයි. හැබැයි ඔයා ඒක ගෙනල්ලා, start කරපු ගමන් මුලින්ම"
Download (568).wav,"මුලින්ම ඔයාගේ මයික්‍රොසොෆ්ට් එකවුන්ට් එක ඉල්ලනවා. ඊට පස්සේ ඔයා ස්ටාර්ට් මෙනු එකට ගියපු ගමන් ඇඩ්ස් හැමතැනම. ඊට පස්සේ ඔයා ජීවිතේට යූස් කරන්නේ නැති බ්ලෝට්වෙයාර් ඇප්ස් ත් ඔයාට සෑහෙන බලාගන්න පුළුවන්.ඊට පස්සේ මෙන්න මේ,",මුලින්ම ඔයාගේ Microsoft account එක ඉල්ලනවා. ඊට පස්සේ ඔයා start menu එකට ගියපු ගමන් ads හැමතැනම. ඊට පස්සේ ඔයා ජීවිතේට use කරන්නේ නැති bloatware apps ත් ඔයාට සෑහෙන බලාගන්න පුළුවන්.ඊට පස්සේ මෙන්න මේ
Download (569).wav,"මෙන්න මේ කෝපයිලට් කියන එක හැමතැනම බලාගන්න පුළුවන්. ඒ වගේම ඔයා ඩොකියුමන්ට් එකක් හදන්න ගියපු ගමන් එතනත් සබ්ස්ක්‍රිප්ෂන් එකක් ඉල්ලනවා. මේක ඔයා බග් එකක් කියලා හිතුවා නම් ඒක බග් එකක් නෙවෙයි, මේක ප්ලෑන් එකක්. මේක වෙන්න","මෙන්න මේ Copilot කියන එක හැමතැනම බලාගන්න පුළුවන්. ඒ වගේම ඔයා document එකක් හදන්න ගියපු ගමන් එතනත් subscription එකක් ඉල්ලනවා. මේක ඔයා bug එකක් කියලා හිතුවා නම් ඒක bug එකක් නෙවෙයි, මේක ප්ලෑන් එකක්. මේක වෙන්න"
Download (570).wav,"මේක වෙලා තියෙන හේතුව තමා ඒ.අයි. ඇයි මෙහෙම වෙන්නේ, ඒ වගේම අපි ඉස්සර යූස් කරපු ඕ.ජී. වින්ඩෝස් වගේ දැන් අපිට වින්ඩෝස් එක එහෙම බලාගන්න බෑ..ඒකට හේතු මොනවාද, මේවා ගැන තමා අද මේ වීඩියෝ එකේ ඩිස්කස් කරන්න යන්නේ","මේක වෙලා තියෙන හේතුව තමා AI. ඇයි මෙහෙම වෙන්නේ, ඒ වගේම අපි ඉස්සර use කරපු OG Windows වගේ දැන් අපිට Windows එක එහෙම බලාගන්න බෑ.ඒකට හේතු මොනවාද, මේවා ගැන තමා අද මේ වීඩියෝ එකේ discuss කරන්න යන්නේ."
Download (571).wav,"කරන්න යන්නේ. සෝ ඒකට කලින් මෙන්න මේ වීඩියෝ එක ලයික් කරලා, අපේ චැනල් එක සබ්ස්ක්‍රයිබ් කරලා තියාගන්න. සෝ මේ ඉන්නේ කසුන්. එයා පරණ ලැප්ටොප් එක අහක් කරලා, මාස ගානක් සල්ලි එකතු කරලා, අලුත් වින්ඩෝස් 11 ලැප්ටොප් එකක් ගන්නවා","කරන්න යන්නේ. So ඒකට කලින් මෙන්න මේ වීඩියෝ එක like කරලා, අපේ channel එක subscribe කරලා තියාගන්න. So මේ ඉන්නේ කසුන්. එයා පරණ ලැප්ටොප් එක අහක් කරලා, මාස ගානක් සල්ලි එකතු කරලා, අලුත් Windows 11 ලැප්ටොප් එකක් ගන්නවා."
Download (572).wav,සෝ එයා සතුටින් පළවෙනි සැරේ ඒ ලැප්ටොප් එක බූට් කරනවා. පළවෙනි සැරේ එයා සෙටප් කරන්න යනකොට එයාට වයි-ෆයි කනෙක්ෂන් එකක් ඉල්ලනවා. ඊට පස්සේ එයාගේ මයික්‍රොසොෆ්ට් එකවුන්ට් එකට සයින් ඉන් වෙන්න කියනවා. එයාට සෙටප් ප්‍රොසෙස් එකෙන්,So එයා සතුටින් පළවෙනි සැරේ ඒ ලැප්ටොප් එක boot කරනවා. පළවෙනි සැරේ එයා setup කරන්න යනකොට එයාට Wi-Fi connection එකක් ඉල්ලනවා. ඊට පස්සේ එයාගේ Microsoft account එකට sign in වෙන්න කියනවා. එයාට setup process එකෙන්.
Download (573).wav,"ඉස්සරහට යන්න මේක ස්කිප් කරන්න බෑ, අනිවාර්යයෙන් මේක කරන්න වෙනවා. මේක ස්කිප් කරන්න මෙතඩ් එකක් තියෙනවා. ඒක දන්නේ ඉතාම සීමිත පිරිසක්, නැත්නම් මෙන්න මේ වගේ ටෙක් එන්තූසියාස්ට්ස්ලා විතරයි. සාමාන්‍ය","ඉස්සරහට යන්න මේක skip කරන්න බෑ, අනිවාර්යයෙන් මේක කරන්න වෙනවා. මේක skip කරන්න method එකක් තියෙනවා. ඒක දන්නේ ඉතාම සීමිත පිරිසක්, නැත්නම් මෙන්න මේ වගේ tech enthusiasts ලා විතරයි. සාමාන්‍ය,"
Download (574).wav,"සාමාන්‍ය එක්කෙනෙක්ට ඒව දන්නේ නෑ, එයාලා අනිවාර්යයෙන් සයින් ඉන් වෙලා තමා යන්න වෙන්නේ. කමක් නෑ කියලා එයා එකවුන්ට් එකක් හදලා, සෙටප් එක ෆිනිෂ් කරලා ඩෙස්ක්ටොප් එකට යනවා. ඩෙස්ක්ටොප් එක ස්ටාර්ට් වුණ ගමන් එයා ස්ටාර්ට් මෙනු එක ක්ලික් කරපු","සාමාන්‍ය එක්කෙනෙක්ට ඒව දන්නේ නෑ, එයාලා අනිවාර්යයෙන් sign in වෙලා තමා යන්න වෙන්නේ. කමක් නෑ කියලා එයා account එකක් හදලා, setup එක finish කරලා desktop එකට යනවා. Desktop එක start වුණ ගමන් එයා start menu එක click කරපු"
Download (575).wav,ක්ලික් කරපු ගමන් එතන ඇඩ්ස් සෑහෙන ප්‍රමාණයක් බලාගන්න පුළුවන්. ඊට පස්සේ එයා ජීවිතේට යූස් කරන්නේ නැති බ්ලෝට්වෙයාර් ඇප්ස් සෑහෙන ගොඩක් බලාගන්න පුළුවන්. ඊට අමතරව එයා ජීවිතේට ප්ලේ කරන්න කැමති නැති ගේම්ස්,click කරපු ගමන් එතන ads සෑහෙන ප්‍රමාණයක් බලාගන්න පුළුවන්. ඊට පස්සේ එයා ජීවිතේට use කරන්නේ නැති bloatware apps සෑහෙන ගොඩක් බලාගන්න පුළුවන්. ඊට අමතරව එයා ජීවිතේට play කරන්න කැමති නැති games
Download (576).wav,"ගේම්ස් ත් එයාට සජෙස්ට් වෙනවා. ඊට පස්සේ කමක් නෑ මං ඇසයින්මන්ට් කරන්න තමා මේක ගත්තේ කියලා, එයා ඇසයින්මන්ට් කරන්න මයික්‍රොසොෆ්ට් වර්ඩ් එක ඕපන් කරනවා. ඊට පස්සේ එයාට ලොකු පොප්-අප් එකක් එනවා මයික්‍රොසොෆ්ට් 360","games ත් එයාට suggest වෙනවා. ඊට පස්සේ කමක් නෑ මං assignment කරන්න තමා මේක ගත්තේ කියලා, එයා assignment කරන්න Microsoft Word එක open කරනවා. ඊට පස්සේ එයාට ලොකු pop-up එකක් එනවා Microsoft 360."
Download (577).wav,"365 එකට සබ්ස්ක්‍රිප්ෂන් එකක් ගෙවන්න කියලා. මයික්‍රොසොෆ්ට් වර්ඩ්, මයික්‍රොසොෆ්ට් පවර්පොයින්ට්, එක්සෙල්, වන්ඩ්‍රයිව්, ඊට පස්සේ කෝපයිලට්, මේවා ඔක්කොම සබ්ස්ක්‍රිප්ෂන් එකක් පිටිපස්සේ මයික්‍රොසොෆ්ට්ලා ලොක්","365 එකට subscription එකක් ගෙවන්න කියලා. Microsoft Word, Microsoft PowerPoint, Excel, OneDrive, ඊට පස්සේ Copilot, මේවා ඔක්කොම subscription එකක් පිටිපස්සේ Microsoft ලා lock"
